"","xvar","yvar","spec","k","fill"
"3048",16,"3-level",0,17,"0"
"3049",16,"all es",1,17,"17"
"3050",16,"ES > 3 removed",0,17,"0"
"3051",16,"all therapy",0,17,"0"
"3052",16,"C",0,17,"0"
"3053",16,"B",1,17,"17"
"3054",16,"A",0,17,"0"
"3055",16,"all sexes",1,17,"17"
"3056",16,"male",0,17,"0"
"3057",16,"female",0,17,"0"
"3058",16,"all groups",1,17,"17"
"3059",16,"non-adults",0,17,"0"
"3060",16,"adults",0,17,"0"
"3061",93,"p-uniform",1,20,"20"
"3062",93,"uw",0,20,"0"
"3063",93,"fe",0,20,"0"
"3064",93,"reml",0,20,"0"
"3065",93,"rve",0,20,"0"
"3066",93,"3-level",0,20,"0"
"3067",93,"all es",1,20,"20"
"3068",93,"ES > 3 removed",0,20,"0"
"3069",93,"all therapy",1,20,"20"
"3070",93,"C",0,20,"0"
"3071",93,"B",0,20,"0"
"3072",93,"A",0,20,"0"
"3073",93,"all sexes",0,20,"0"
"3074",93,"male",1,20,"20"
"3075",93,"female",0,20,"0"
"3076",93,"all groups",0,20,"0"
"3077",93,"non-adults",1,20,"20"
"3078",93,"adults",0,20,"0"
"3079",37,"p-uniform",1,28,"28"
"3080",37,"uw",0,28,"0"
"3081",37,"fe",0,28,"0"
"3082",37,"reml",0,28,"0"
"3083",37,"rve",0,28,"0"
"3084",37,"3-level",0,28,"0"
"3085",37,"all es",1,28,"28"
"3086",37,"ES > 3 removed",0,28,"0"
"3087",37,"all therapy",1,28,"28"
"3088",37,"C",0,28,"0"
"3089",37,"B",0,28,"0"
"3090",37,"A",0,28,"0"
"3091",37,"all sexes",0,28,"0"
"3092",37,"male",1,28,"28"
"3093",37,"female",0,28,"0"
"3094",37,"all groups",1,28,"28"
"3095",37,"non-adults",0,28,"0"
"3096",37,"adults",0,28,"0"
"3097",95,"p-uniform",1,34,"34"
"3098",95,"uw",0,34,"0"
"3099",95,"fe",0,34,"0"
"3100",95,"reml",0,34,"0"
"3101",95,"rve",0,34,"0"
"3102",95,"3-level",0,34,"0"
"3103",95,"all es",1,34,"34"
"3104",95,"ES > 3 removed",0,34,"0"
"3105",95,"all therapy",1,34,"34"
"3106",95,"C",0,34,"0"
"3107",95,"B",0,34,"0"
"3108",95,"A",0,34,"0"
"3109",95,"all sexes",1,34,"34"
"3110",95,"male",0,34,"0"
"3111",95,"female",0,34,"0"
"3112",95,"all groups",0,34,"0"
"3113",95,"non-adults",1,34,"34"
"3114",95,"adults",0,34,"0"
"3115",62,"p-uniform",1,50,"50"
"3116",62,"uw",0,50,"0"
"3117",62,"fe",0,50,"0"
"3118",62,"reml",0,50,"0"
"3119",62,"rve",0,50,"0"
"3120",62,"3-level",0,50,"0"
"3121",62,"all es",1,50,"50"
"3122",62,"ES > 3 removed",0,50,"0"
"3123",62,"all therapy",1,50,"50"
"3124",62,"C",0,50,"0"
"3125",62,"B",0,50,"0"
"3126",62,"A",0,50,"0"
"3127",62,"all sexes",1,50,"50"
"3128",62,"male",0,50,"0"
"3129",62,"female",0,50,"0"
"3130",62,"all groups",1,50,"50"
"3131",62,"non-adults",0,50,"0"
"3132",62,"adults",0,50,"0"
